,MOTHER_JOB,FATHER_JOB,GENDER,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),GRADE
1409,5,2,1,10.6,11.6,11
1410,5,5,0,0.0,0.0,0
1411,5,5,0,11.25,12.0,12
1412,5,5,1,10.5,11.7,11
1413,5,5,0,11.0,11.66666667,11
1414,5,5,0,13.45714286,14.5125,14
1415,5,5,0,12.6,12.33333333,12
1416,5,5,0,0.0,0.0,0
1417,5,5,0,13.66666667,13.6,14
1418,5,5,0,11.6,11.8,12
1419,5,5,0,12.57142857,12.83333333,13
1420,5,5,0,11.8,11.4,12
1421,5,5,0,11.6,12.66666667,12
1422,5,5,0,11.33333333,11.83333333,12
1423,5,5,0,10.66666667,11.5,11
1424,5,5,0,13.5,13.4,13
1425,5,5,0,0.0,0.0,0
1426,3,5,0,13.33333333,11.5,12
1427,2,2,0,13.4,13.5,13
1428,5,5,0,10.2,12.25,11
1429,5,5,0,13.0,12.83333333,13
1430,5,5,0,12.90857143,12.90857143,13
1431,5,5,0,12.0,10.0,11
1432,5,5,0,10.83333333,11.0,11
1433,5,5,0,15.33333333,15.83333333,16
1434,5,5,0,12.81666667,12.875,13
1435,4,5,1,13.0,14.0,14
1436,5,5,0,13.5,11.0,12
1437,5,5,0,12.5,12.16666667,12
1438,5,5,0,13.0,14.33333333,14
1439,5,5,1,11.75,12.57142857,12
1440,5,4,1,12.5,14.25,13
1441,5,5,1,11.61111111,12.05555556,12
1442,5,4,1,14.0,14.66666667,14
1443,5,5,1,0.0,0.0,0
1444,5,5,1,13.8,13.83333333,14
1445,5,4,1,0.0,0.0,0
1446,4,5,1,0.0,0.0,0
1447,5,4,1,12.25,12.33333333,12
1448,5,5,1,11.5,13.66666667,13
1449,5,5,1,12.57142857,12.55555556,13
1450,5,2,1,12.0,12.16666667,12
1451,5,5,1,12.0,12.30769231,12
1452,5,2,1,0.0,0.0,0
1453,5,5,1,12.0,11.16666667,12
1454,3,4,1,11.6,12.25,12
1455,5,5,1,0.0,0.0,0
1456,5,5,1,12.0,13.0,13
1457,4,5,1,13.97666667,12.04166667,13
1458,5,5,1,12.5,10.0,11
1459,5,5,1,0.0,0.0,0
1460,5,5,1,10.5,12.5,12
1461,5,5,1,12.85714286,12.3,13
1462,3,5,1,11.66666667,12.0,12
1463,5,5,1,13.0,10.0,12
1464,5,4,1,11.83333333,10.4,11
1465,1,1,1,12.45454545,12.75,13
1466,5,5,1,11.0,0.0,6
1467,5,5,1,13.2,14.25,14
1468,5,5,1,15.5,14.16666667,15
1469,5,4,1,12.33333333,13.66666667,13
1470,4,5,1,12.0,11.4,12
1471,5,2,1,11.6,11.5,12
1472,5,5,1,11.33333333,12.28571429,12
1473,1,5,1,0.0,0.0,0
1474,5,5,1,12.0,12.5,12
1475,5,5,1,12.0,12.6,12
1476,5,5,1,12.5,11.5,12
1477,4,4,1,13.66666667,13.0,13
1478,5,5,1,14.5,0.0,7
1479,5,5,1,13.2,0.0,7
1480,5,5,1,12.16666667,14.8,13
1481,5,2,0,11.25,11.33333333,11
1482,3,5,1,15.16666667,14.42857143,15
1483,5,5,0,11.16666667,13.4,12
1484,5,5,0,10.98333333,10.98333333,11
1485,5,4,0,10.75,11.5,11
1486,5,3,0,13.38461538,14.28571429,14
1487,5,5,0,11.28571429,12.2,12
1488,5,5,1,0.0,0.0,0
1489,5,1,1,13.0,14.83333333,14
1490,5,5,1,16.11111111,13.5,15
1491,5,5,1,11.5,11.0,11
1492,3,3,1,10.75,10.5,11
1493,5,5,1,11.6,13.0,12
1494,3,3,1,0.0,0.0,0
1495,3,5,1,13.8,14.14285714,14
1496,5,5,1,13.58571429,14.6875,14
1497,5,5,1,13.85714286,13.0,13
1498,5,5,1,12.0,12.33333333,12
1499,5,5,1,13.44444444,12.6,13
1500,4,4,1,14.0,13.85714286,14
1501,5,5,1,12.0,0.0,6
1502,5,4,1,14.2,13.83333333,14
1503,5,5,0,13.34,10.84,12
1504,5,5,0,12.45714286,12.45714286,12
1505,5,5,0,11.0,12.0,12
1506,5,5,0,10.5,10.5,11
1507,5,5,1,0.0,0.0,0
1508,5,5,1,14.0,13.0,14
1509,5,5,0,0.0,0.0,0
1510,5,5,1,0.0,0.0,0
1511,5,5,1,10.0,12.5,11
1512,5,5,1,0.0,0.0,0
1513,5,5,0,13.5,14.33333333,14
1514,5,5,0,0.0,0.0,0
1515,5,5,0,13.38888889,14.88888889,14
1516,5,2,0,0.0,0.0,0
1517,5,2,1,13.58333333,13.58333333,14
1518,5,5,1,0.0,0.0,0
1519,5,5,1,0.0,0.0,0
1520,5,5,1,10.0,0.0,5
1521,5,5,1,15.2,15.2,15
1522,5,5,1,12.8,0.0,6
1523,5,5,1,11.16666667,11.0,11
1524,3,3,1,0.0,0.0,0
1525,5,4,1,12.82857143,12.82857143,13
1526,5,2,1,12.5,12.6,13
1527,5,5,1,10.0,12.4,11
1528,5,5,0,11.5,13.25,12
1529,3,5,0,11.32857143,11.32857143,11
1530,5,5,0,13.0,13.0,13
1531,5,5,0,13.03333333,13.03333333,13
1532,5,5,0,12.16666667,11.75,12
1533,3,5,1,14.5,16.2,15
1534,5,5,0,14.4,13.6,14
1535,5,5,0,12.25,12.5,12
1536,5,5,0,0.0,0.0,0
1537,5,5,0,12.66666667,12.0,12
1538,5,5,0,12.0,11.66666667,12
1539,5,5,0,0.0,0.0,0
1540,4,5,0,11.66666667,10.8,11
1541,5,5,0,0.0,0.0,0
1542,5,5,0,10.0,0.0,5
1543,5,5,1,0.0,0.0,0
1544,1,1,0,12.25,12.0,12
1545,5,5,0,12.0,12.5,12
1546,5,5,0,12.6,11.8,12
1547,1,1,0,0.0,0.0,0
1548,5,5,0,0.0,0.0,0
1549,5,5,0,0.0,0.0,0
1550,1,1,0,12.6875,12.0,12
1551,5,5,0,10.4,10.66666667,11
1552,5,5,0,10.46666667,10.92307692,11
1553,5,5,0,14.33333333,13.0,14
1554,5,5,0,14.66666667,14.33333333,15
1555,3,5,0,12.83571429,14.23125,14
1556,5,5,1,0.0,0.0,0
1557,5,5,1,0.0,0.0,0
1558,5,5,1,0.0,0.0,0
1559,3,5,1,13.24875,13.24875,13
1560,3,5,1,12.85714286,12.75,13
1561,5,5,0,13.6,14.25,14
1562,4,5,0,14.0,12.4,13
1563,5,5,0,12.0,11.0,12
1564,4,5,0,13.16666667,14.0,14
1565,5,5,0,13.625,12.16666667,13
1566,5,5,0,14.85,15.61111111,15
1567,5,5,1,10.75,11.4,11
1568,5,5,0,0.0,11.66666667,6
1569,5,5,0,0.0,0.0,0
1570,5,5,0,14.0,13.85714286,14
1571,5,5,1,0.0,0.0,0
1572,5,5,1,0.0,0.0,0
1573,5,5,0,13.0,11.75,12
1574,5,5,0,12.375,12.4,12
1575,5,5,0,0.0,0.0,0
1576,5,5,0,11.4,13.75,13
1577,5,5,0,11.25,13.0,12
1578,5,5,0,13.0,12.0,13
1579,5,5,1,0.0,0.0,0
1580,5,5,1,13.5,14.16666667,14
1581,5,3,0,11.0,11.0,11
1582,4,5,0,0.0,11.0,6
1583,5,5,0,12.0,11.2,12
1584,5,5,0,13.0,13.0,13
1585,5,5,1,0.0,0.0,0
1586,5,5,0,12.0,12.25,12
1587,4,4,1,11.16666667,10.8,11
1588,5,5,1,10.5,12.0,11
1589,5,5,1,12.66666667,12.16666667,12
1590,5,5,1,11.0,0.0,6
1591,3,5,1,0.0,0.0,0
1592,5,5,1,11.5,10.33333333,11
1593,5,4,1,0.0,0.0,0
1594,5,5,1,10.5,11.75,11
1595,5,5,1,12.5,11.0,12
1596,5,5,1,12.83333333,12.5,13
1597,5,5,1,15.57142857,16.14285714,16
1598,5,5,1,12.0,11.8,12
1599,5,5,1,11.25,11.33333333,11
1600,1,4,1,0.0,0.0,0
1601,5,5,1,12.28571429,14.25,13
1602,5,2,1,11.0,10.33333333,11
1603,5,5,1,12.14285714,13.6,13
1604,5,5,1,11.5,0.0,6
1605,5,5,1,12.54545455,11.625,12
1606,4,5,1,13.0,13.0,13
1607,3,2,1,12.8875,12.8875,13
1608,5,5,1,12.66666667,13.6,13
1609,5,5,1,12.83333333,12.57142857,13
1610,5,5,1,10.66666667,12.5,12
1611,5,5,1,13.0,12.4,13
1612,5,5,0,11.98333333,12.28125,12
1613,1,1,0,0.0,0.0,0
1614,5,4,0,11.83333333,11.5,12
1615,5,5,0,12.66666667,11.0,12
1616,5,5,0,13.75,14.5,14
1617,5,5,0,11.4,11.8,12
1618,5,5,0,13.16666667,13.0,13
1619,5,5,0,12.83333333,11.8,12
1620,5,5,0,14.125,14.5,14
1621,5,5,0,11.66666667,13.0,12
1622,5,5,0,10.25,11.25,11
1623,5,5,0,12.51428571,11.75,12
1624,5,5,0,11.5,10.44444444,11
1625,5,5,0,10.0,0.0,5
1626,5,5,0,15.71428571,12.77777778,14
1627,5,5,1,12.5,11.0,12
1628,5,1,1,12.0,12.75,12
1629,5,5,1,0.0,0.0,0
1630,5,5,1,12.25,11.75,12
1631,5,5,1,0.0,0.0,0
1632,5,5,1,13.6,14.2,14
1633,5,5,1,13.30769231,12.81818182,13
1634,5,5,1,12.2,11.8,12
1635,5,5,1,12.28571429,13.33333333,13
1636,5,5,1,12.0,13.0,13
1637,5,5,1,13.34285714,11.65,12
1638,5,4,1,0.0,0.0,0
1639,3,4,1,14.27272727,14.81818182,15
1640,5,4,0,12.1375,12.91111111,13
1641,5,5,0,14.16666667,14.85714286,15
1642,5,5,0,13.52857143,14.65555556,14
1643,5,5,0,12.0,11.0,12
1644,4,4,0,11.4,11.0,11
1645,5,5,0,0.0,0.0,0
1646,4,4,0,12.91666667,14.5,14
1647,5,5,0,13.6375,14.3875,14
1648,5,5,0,12.9,12.14285714,13
1649,5,5,0,14.36,14.36,14
1650,5,5,0,14.51428571,14.51428571,15
1651,5,5,0,14.7,14.7,15
1652,4,4,0,15.2,14.0,15
1653,4,5,0,13.0,15.0625,14
1654,3,5,0,13.5,0.0,7
1655,5,4,0,12.33333333,12.6,12
1656,2,5,0,13.4,13.0,13
1657,5,5,0,11.75,10.5,11
1658,5,5,0,0.0,0.0,0
1659,2,3,0,0.0,0.0,0
1660,5,5,0,14.72727273,14.14285714,14
1661,5,3,0,16.57142857,15.66666667,16
1662,5,5,0,15.145,15.7425,15
1663,5,5,0,13.44285714,15.075,14
1664,5,2,0,14.16666667,11.75,13
1665,5,5,0,14.0,15.0,15
1666,5,5,0,11.33333333,12.33333333,12
1667,2,5,0,13.76125,13.76125,14
1668,5,5,0,11.6,10.0,11
1669,5,5,0,12.75,13.0,13
1670,5,3,0,12.5,11.0,12
1671,5,3,0,15.30769231,14.0,15
1672,5,2,0,13.28571429,12.0,13
1673,5,5,0,14.75714286,14.07777778,14
1674,5,5,0,12.76666667,12.76666667,13
1675,5,5,0,10.4,0.0,5
1676,2,5,1,0.0,0.0,0
1677,4,4,1,10.5,12.6,12
1678,5,5,1,14.25,13.4,14
1679,5,5,1,11.91666667,0.0,6
1680,5,5,1,10.66666667,14.0,12
1681,5,5,1,12.25,12.66666667,12
1682,5,5,1,12.0,11.6,12
1683,4,4,1,11.0,12.75,12
1684,5,5,1,14.16666667,13.0,14
1685,3,3,1,14.66666667,15.0,15
1686,5,5,1,0.0,12.28571429,6
1687,3,3,1,12.66666667,0.0,6
1688,5,5,1,0.0,0.0,0
1689,5,5,1,0.0,0.0,0
1690,1,1,1,0.0,0.0,0
1691,5,5,1,0.0,0.0,0
1692,5,5,1,13.7,14.02222222,14
1693,4,5,1,11.8,12.4,12
1694,4,5,1,0.0,0.0,0
1695,5,5,1,13.33333333,13.28571429,13
1696,5,5,1,11.4,12.16666667,12
1697,1,3,1,0.0,0.0,0
1698,5,5,1,16.14285714,0.0,8
1699,5,5,1,0.0,0.0,0
1700,5,5,1,15.63375,15.63375,16
1701,5,5,1,13.66666667,14.5,14
1702,1,1,1,0.0,0.0,0
1703,5,5,1,12.5,11.5,12
1704,5,5,1,12.28571429,13.0,13
1705,5,2,1,14.0,11.0,13
1706,5,5,1,0.0,0.0,0
1707,5,5,1,10.75,12.25,12
1708,5,5,1,12.95,13.125,13
1709,5,5,0,12.45,12.45,12
1710,5,5,0,12.25,12.0,12
1711,5,5,0,13.38125,13.38125,13
1712,4,5,0,12.16,11.34,12
1713,5,5,0,12.5,11.5,12
1714,5,5,0,12.75,12.16666667,12
1715,5,5,0,13.3425,13.3425,13
1716,5,5,0,14.175,13.03125,14
1717,5,5,1,10.0,10.0,10
1718,5,5,1,0.0,14.5,7
1719,3,5,1,0.0,0.0,0
1720,5,5,1,12.0,12.14285714,12
1721,5,5,0,10.57142857,11.4,11
1722,3,5,0,14.15384615,15.42857143,15
1723,5,5,0,11.16666667,12.4,12
1724,4,5,0,12.0,12.66666667,12
1725,5,2,0,11.33333333,12.0,12
1726,5,5,0,12.58823529,13.35714286,13
1727,5,5,0,12.0,10.75,11
1728,5,5,0,0.0,0.0,0
1729,5,5,1,12.25,12.84615385,13
1730,5,5,1,11.6,12.8,12
1731,5,5,1,13.0,12.0,13
1732,5,5,1,10.66666667,12.5,12
1733,5,5,1,12.33333333,11.0,12
1734,5,5,1,11.0,11.42857143,11
1735,4,5,1,13.42857143,13.125,13
1736,3,2,1,13.05375,13.05375,13
1737,5,5,1,12.03571429,13.75,13
1738,5,5,1,14.16666667,13.83333333,14
1739,5,5,1,0.0,0.0,0
1740,5,3,1,13.6,12.66666667,13
1741,5,3,1,12.2,12.0,12
1742,3,5,1,13.71428571,13.33333333,14
1743,5,5,1,11.66666667,10.0,11
1744,5,5,1,14.0,0.0,7
1745,5,5,1,12.5,10.0,11
1746,5,5,1,11.83333333,11.5,12
1747,5,5,1,0.0,0.0,0
1748,5,5,1,0.0,0.0,0
1749,5,5,1,11.53846154,12.4,12
1750,3,5,1,11.28571429,12.25,12
1751,5,5,1,0.0,0.0,0
1752,4,4,1,11.8,12.0,12
1753,5,3,1,0.0,10.5,5
1754,3,5,1,0.0,0.0,0
1755,4,4,1,14.2,14.2,14
1756,4,4,1,12.7,12.27272727,12
1757,5,5,0,12.66666667,0.0,6
1758,3,5,0,14.42857143,15.0,15
1759,5,5,0,13.11714286,12.6,13
1760,5,5,0,12.66666667,11.83333333,12
1761,5,5,0,0.0,0.0,0
1762,2,4,1,15.28571429,16.5,16
1763,5,5,1,10.5,11.25,11
1764,5,5,1,12.63636364,12.6,13
1765,5,5,0,0.0,0.0,0
1766,5,5,0,14.33333333,14.0,14
1767,5,4,1,15.125,13.66666667,14
1768,3,5,1,0.0,0.0,0
1769,3,3,1,12.0,10.33333333,11
1770,5,5,0,14.25,12.0,13
1771,5,5,0,10.5,10.0,10
1772,5,5,0,13.5,14.42857143,14
1773,5,5,1,11.66666667,12.0,12
1774,5,5,1,10.8,10.0,10
1775,1,1,1,0.0,0.0,0
1776,5,5,1,12.8,11.42857143,12
1777,5,5,1,10.8,12.0,11
1778,5,5,1,11.4,11.0,11
1779,5,5,1,13.72571429,14.5,14
1780,5,5,1,12.8,12.25,13
1781,4,4,1,13.5,11.16666667,12
1782,4,5,1,15.57,15.57,16
1783,5,5,1,11.0,12.0,12
1784,5,5,1,14.11428571,15.91111111,15
1785,5,5,1,11.0,11.5,11
1786,5,5,1,0.0,0.0,0
1787,5,5,1,13.5,13.75,14
1788,1,2,1,11.25,0.0,6
1789,5,5,1,12.14285714,11.33333333,12
1790,5,5,1,13.07571429,13.07571429,13
1791,4,5,1,0.0,0.0,0
1792,3,3,1,11.0,13.5,12
1793,5,5,1,0.0,0.0,0
1794,5,5,0,13.125,12.33333333,13
1795,5,5,0,13.51285714,13.51285714,14
1796,5,5,0,12.83333333,12.16666667,13
1797,5,5,0,15.0,11.66666667,13
1798,5,5,0,12.8,13.33333333,13
1799,5,4,0,12.33333333,0.0,6
1800,5,2,1,12.288,12.288,12
1801,1,1,1,12.33333333,13.28571429,13
1802,5,5,1,11.5,12.8,12
1803,5,5,1,11.83333333,11.14285714,11
1804,5,5,1,0.0,0.0,0
1805,3,5,1,0.0,0.0,0
1806,4,5,1,11.8,11.5,12
1807,2,2,1,0.0,0.0,0
1808,5,5,1,12.2,12.0,12
1809,5,4,1,12.33333333,13.0,13
1810,5,5,1,12.42857143,12.83333333,13
1811,4,4,0,12.76571429,13.54444444,13
1812,5,5,1,12.1,12.6,12
1813,5,5,1,12.0,11.5,12
1814,5,5,1,0.0,0.0,0
1815,2,2,1,14.88888889,13.72727273,14
1816,5,5,0,11.35714286,12.0,12
1817,5,5,0,13.5,12.5,13
1818,5,5,0,0.0,0.0,0
1819,4,4,0,13.88428571,14.75,14
1820,5,5,0,13.0,11.66666667,12
1821,5,4,0,12.65,11.1,12
1822,5,5,0,11.0,0.0,6
1823,5,5,0,11.66666667,10.5,11
1824,4,4,0,14.5,12.66666667,14
1825,5,4,0,14.71428571,14.16666667,14
1826,5,5,0,13.28571429,14.33333333,14
1827,5,5,0,11.33333333,10.5,11
1828,5,5,0,0.0,0.0,0
1829,5,5,0,11.57142857,12.0,12
1830,5,5,0,13.0,11.5,12
1831,5,5,0,11.5,14.0,13
1832,5,5,0,11.8,11.6,12
1833,5,5,0,10.66666667,12.28571429,11
1834,4,5,0,13.8875,14.86444444,14
1835,5,5,0,11.4,11.5,11
1836,5,4,0,12.33333333,12.14285714,12
1837,5,5,0,12.16,12.16,12
1838,3,5,0,13.4275,13.4275,13
1839,5,5,0,15.16666667,15.5,15
1840,1,5,0,0.0,0.0,0
1841,4,5,1,10.5,0.0,5
1842,4,5,1,11.8,11.0,11
1843,4,4,1,13.2,11.4,12
1844,5,5,1,13.075,12.36111111,13
1845,3,5,1,11.6,13.0,12
1846,5,3,1,13.66666667,12.25,13
1847,5,5,1,10.75,10.0,10
1848,3,3,1,13.49285714,12.68888889,13
1849,3,3,1,12.5,11.0,12
1850,5,5,1,0.0,0.0,0
1851,5,5,1,13.28571429,14.8,14
1852,4,4,1,12.6,11.8,12
1853,3,5,1,14.0,14.66666667,14
1854,5,5,1,11.5,10.5,11
1855,5,5,1,0.0,0.0,0
1856,5,5,0,11.83333333,12.875,12
1857,5,5,1,11.5,12.4,12
1858,5,3,1,14.16666667,12.33333333,13
1859,3,3,1,12.5,12.5,13
1860,1,5,1,0.0,0.0,0
1861,5,5,1,0.0,11.0,6
1862,5,5,1,10.5,0.0,5
1863,5,5,1,11.83333333,13.16666667,13
1864,5,5,1,0.0,0.0,0
1865,4,5,1,12.4,12.4,12
1866,5,5,1,10.5,0.0,5
1867,5,5,1,0.0,0.0,0
1868,5,5,1,14.58333333,14.33333333,14
1869,1,1,1,11.66666667,12.66666667,12
1870,5,3,1,0.0,0.0,0
1871,5,5,1,13.0,0.0,7
1872,5,5,1,15.66,15.01111111,15
1873,1,1,1,0.0,0.0,0
1874,5,5,1,12.16666667,12.75,12
1875,5,5,1,13.3,13.3,13
1876,4,5,1,0.0,0.0,0
1877,5,5,1,0.0,0.0,0
1878,5,5,1,0.0,0.0,0
1879,5,5,1,13.55714286,13.55714286,14
1880,5,5,1,14.33333333,14.63636364,14
1881,5,5,1,12.0,10.33333333,11
1882,5,5,0,0.0,0.0,0
1883,5,5,1,0.0,0.0,0
1884,5,5,0,11.75,11.725,12
1885,5,4,0,12.18333333,12.18333333,12
1886,5,5,1,11.83333333,11.0,11
1887,5,1,1,0.0,0.0,0
1888,3,5,0,15.0,14.33333333,15
1889,5,4,0,0.0,0.0,0
1890,5,5,0,0.0,0.0,0
1891,5,5,0,13.435,13.435,13
1892,5,4,0,13.5,0.0,7
1893,5,5,0,0.0,0.0,0
1894,5,4,0,11.5,12.17647059,12
1895,5,5,0,10.5,11.0,11
1896,5,5,0,12.0,11.5,12
1897,3,3,0,12.2,11.5,12
1898,5,2,0,0.0,0.0,0
1899,3,5,0,14.5,14.0,14
1900,4,1,0,13.33333333,12.66666667,13
1901,5,5,0,12.0,12.55555556,12
1902,5,5,0,15.125,14.0,15
1903,5,5,0,13.11666667,13.11666667,13
1904,5,5,0,12.83333333,11.66666667,12
1905,5,5,0,13.33333333,14.16666667,14
1906,5,5,0,13.87714286,15.6625,15
1907,5,5,0,12.94428571,12.94428571,13
1908,4,5,0,12.33333333,11.0,12
1909,3,3,0,14.26666667,14.26666667,14
1910,5,5,0,13.0,14.0,14
1911,5,5,0,12.48375,12.48375,12
1912,5,4,0,13.42857143,15.3125,14
1913,4,4,0,10.66666667,0.0,5
1914,5,5,0,15.4,12.2,14
1915,5,5,0,13.45,13.45,13
1916,5,5,0,12.6,12.6,13
1917,5,5,0,12.48571429,12.9375,13
1918,5,5,0,10.8,12.8,12
1919,2,2,0,12.2,14.6,13
1920,4,5,0,14.2,13.5,14
1921,5,5,0,13.83333333,14.0,14
1922,5,2,0,12.8,10.0,11
1923,5,2,0,13.2,12.5,13
1924,5,5,0,14.0,0.0,7
1925,5,5,0,13.875,14.0,14
1926,5,5,0,12.5,12.71428571,13
1927,5,5,0,13.42857143,12.5,13
1928,5,5,0,11.8,13.0,12
1929,5,5,0,14.86857143,15.11111111,15
1930,2,2,0,13.03,13.21875,13
1931,5,5,0,14.57142857,12.33333333,13
1932,4,4,0,11.0,11.25,11
1933,5,5,0,13.3675,13.3675,13
1934,5,5,0,12.80833333,12.82571429,13
1935,4,4,0,13.91857143,13.8875,14
1936,3,5,0,13.0,12.8,13
1937,5,5,0,13.68333333,13.68333333,14
1938,5,5,0,13.0,12.0,13
1939,4,5,0,12.8,11.2,12
1940,5,5,0,13.57142857,12.16666667,13
1941,5,5,0,13.16666667,13.16666667,13
1942,5,5,0,15.0,14.5,15
1943,4,5,0,12.66666667,11.4,12
1944,5,5,0,13.85714286,13.14285714,14
1945,5,5,0,14.69285714,14.9625,15
1946,5,4,0,14.035,14.035,14
1947,5,5,0,11.0,14.0,13
1948,5,5,0,13.33333333,13.33333333,13
1949,5,5,0,11.7725,12.33,12
1950,5,5,0,0.0,0.0,0
1951,5,5,0,0.0,0.0,0
1952,5,5,0,0.0,0.0,0
1953,5,5,0,12.28571429,12.0,12
1954,3,4,0,12.46,12.46,12
1955,5,1,0,12.16666667,13.16666667,13
1956,5,5,0,11.83333333,11.5,12
1957,5,5,0,14.80571429,14.80571429,15
1958,5,5,0,10.6,11.71428571,11
1959,5,5,0,13.125,13.0,13
1960,5,5,0,12.83333333,12.66666667,13
1961,5,5,0,0.0,0.0,0
1962,5,5,0,13.0,13.8,13
1963,5,5,0,12.725,13.7125,13
1964,5,2,0,11.25,10.33333333,11
1965,3,5,0,13.81818182,13.46153846,14
1966,4,5,0,12.33333333,13.0,13
1967,5,4,0,12.33333333,11.6,12
1968,4,5,0,13.25,10.66666667,12
1969,5,5,0,13.66666667,15.4,15
1970,5,3,0,12.625,11.0,12
1971,3,5,0,14.83333333,12.14285714,13
1972,5,5,0,11.2,13.125,12
1973,5,5,0,11.4,12.2,12
1974,4,5,0,13.135,13.24444444,13
1975,5,5,0,13.0,11.4,12
1976,4,4,0,12.85,12.62142857,13
1977,5,5,0,13.5,12.5,13
1978,4,4,0,14.28571429,13.0,14
1979,5,5,0,13.5,14.5,14
1980,5,5,0,10.75,13.0,12
1981,5,5,0,11.33333333,11.83333333,12
1982,5,5,0,13.0,13.28571429,13
1983,5,5,0,13.96666667,13.96666667,14
1984,5,5,0,14.14125,14.14125,14
1985,5,5,0,11.6,11.75,12
1986,5,5,0,14.6625,14.6625,15
1987,5,5,0,0.0,0.0,0
1988,4,4,0,12.99333333,12.66875,13
1989,5,5,0,11.25,12.2,12
1990,5,5,0,12.2,12.8,13
1991,5,5,0,0.0,0.0,0
1992,5,5,0,11.33333333,11.75,12
1993,5,5,0,12.2,11.8,12
1994,1,1,0,0.0,0.0,0
1995,1,3,0,11.33333333,11.66666667,12
1996,5,5,0,13.85714286,13.1,13
1997,5,5,0,12.85714286,13.33333333,13
1998,5,5,0,10.0,0.0,5
1999,5,5,0,10.21428571,11.38461538,11
2000,5,5,0,11.28571429,10.33333333,11
2001,5,5,0,13.83333333,0.0,7
2002,5,5,0,12.85714286,12.6,13
2003,5,5,0,11.66666667,12.0,12
2004,1,1,0,0.0,0.0,0
2005,5,5,0,14.4,13.2,14
2006,5,5,0,14.83333333,14.16666667,15
2007,5,3,0,14.33333333,12.0,13
2008,5,5,0,0.0,0.0,0
2009,5,5,0,0.0,0.0,0
2010,5,5,0,12.33333333,12.66666667,13
2011,5,5,0,11.8,12.4,12
2012,5,4,0,13.2,10.6,12
2013,5,5,0,0.0,0.0,0
2014,5,5,0,0.0,0.0,0
2015,5,5,0,11.5,13.28571429,12
2016,5,5,0,12.6,12.2,12
2017,5,5,0,13.54285714,14.22222222,14
2018,5,5,0,11.6,13.0,12
2019,5,5,1,13.66666667,13.83333333,14
2020,5,5,1,0.0,0.0,0
2021,5,5,0,0.0,0.0,0
2022,5,5,1,0.0,0.0,0
2023,5,5,1,11.5,12.28571429,12
2024,5,5,0,11.5,11.75,12
2025,5,5,1,11.82857143,12.9125,12
2026,4,4,1,0.0,0.0,0
2027,2,4,1,0.0,0.0,0
2028,5,5,0,12.96666667,12.96666667,13
2029,5,5,1,13.83333333,13.66666667,14
2030,5,5,0,14.12571429,14.36875,14
2031,5,5,0,12.16666667,0.0,6
2032,5,5,0,12.66666667,12.25,12
2033,5,5,1,0.0,0.0,0
2034,5,5,1,12.28571429,14.16666667,13
2035,3,5,1,14.5,14.375,14
2036,5,5,1,10.0,10.0,10
2037,2,2,0,11.5,12.0,12
2038,5,5,0,11.6,11.5,12
2039,5,5,0,12.5,11.66666667,12
2040,5,5,0,11.66666667,11.0,11
2041,5,5,0,13.42857143,11.6,13
2042,5,4,1,13.66666667,13.5,14
2043,5,5,0,12.5,12.16666667,12
2044,4,4,0,13.0,12.8,13
2045,5,2,0,12.78333333,12.84285714,13
2046,5,5,0,0.0,0.0,0
2047,5,5,0,13.5,11.225,12
2048,3,5,0,13.45714286,15.125,14
2049,5,5,0,13.44285714,13.44285714,13
2050,5,4,0,11.0,10.83333333,11
2051,5,5,0,11.33333333,12.28571429,12
2052,5,5,0,10.0,0.0,5
2053,4,5,0,13.44,13.06666667,13
2054,5,5,0,12.21428571,14.0625,13
2055,5,5,0,14.16666667,13.5,14
2056,5,5,0,12.84615385,12.63636364,13
2057,5,5,0,13.0,12.0,13
2058,5,5,0,12.8,11.25,12
2059,5,5,0,13.0,12.0,13
2060,4,5,0,13.37142857,13.66666667,14
2061,5,5,0,13.38571429,13.3875,13
2062,5,5,0,13.32857143,13.32857143,13
2063,5,5,0,14.0,11.0,13
2064,5,5,0,12.6,13.2,13
2065,5,5,0,14.0,15.0,15
2066,5,5,0,13.42857143,12.66666667,13
2067,5,5,0,13.0,12.5,13
2068,5,5,0,12.66666667,11.0,12
2069,5,5,1,10.0,12.33333333,11
2070,2,5,0,12.83333333,11.77777778,12
2071,5,5,0,12.91666667,12.91666667,13
2072,5,5,0,13.28571429,13.8,14
2073,5,5,0,14.6,13.8,14
2074,4,5,0,14.0,13.66666667,14
2075,5,5,0,14.14285714,15.0,15
2076,5,5,0,11.66666667,12.33333333,12
2077,5,5,0,14.3775,14.3775,14
2078,4,5,0,12.5,13.04285714,13
2079,5,5,0,14.15,14.15,14
2080,5,5,0,12.47142857,12.47142857,12
2081,3,2,0,14.15,14.15,14
2082,5,5,0,14.07222222,14.0475,14
2083,3,4,0,14.85714286,14.66666667,15
2084,5,5,0,14.28571429,13.16666667,14
2085,5,5,0,0.0,0.0,0
2086,5,5,0,0.0,0.0,0
2087,4,5,0,15.0,15.16666667,15
2088,5,5,0,12.63333333,12.63333333,13
2089,5,5,0,11.2,12.6,12
2090,5,5,0,14.23333333,14.23333333,14
2091,5,5,0,12.2,11.33333333,12
2092,3,2,0,15.7,15.7,16
2093,5,5,0,15.2,15.2,15
