MOTHER_JOB,FATHER_JOB,GENDER,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),GRADE
12,9,1,13,12,13
10,11,1,10.66666667,12.5,12
10,11,1,12.33333333,11,12
10,10,1,11,11.42857143,11
4,9,1,13.42857143,13.125,13
3,2,1,13.05375,13.05375,13
10,11,1,12.03571429,13.75,13
6,10,1,14.16666667,13.83333333,14
10,11,1,0,0,0
6,3,1,13.6,12.66666667,13
5,3,1,12.2,12,12
3,10,1,13.71428571,13.33333333,14
10,7,1,11.66666667,10,11
12,12,1,14,0,7
5,5,1,12.5,10,11
10,5,1,11.83333333,11.5,12
10,7,1,0,0,0
10,5,1,0,0,0
8,8,1,11.53846154,12.4,12
3,7,1,11.28571429,12.25,12
10,10,1,0,0,0
4,4,1,11.8,12,12
6,3,1,0,10.5,5
3,10,1,0,0,0
4,4,1,14.2,14.2,14
4,4,1,12.7,12.27272727,12
5,9,0,12.66666667,0,6
3,6,0,14.42857143,15,15
5,8,0,13.11714286,12.6,13
29,36,0,12.66666667,11.83333333,12
6,8,0,0,0,0
2,4,1,15.28571429,16.5,16
7,5,1,10.5,11.25,11
7,7,1,12.63636364,12.6,13
10,10,0,0,0,0
10,10,0,14.33333333,14,14
10,4,1,15.125,13.66666667,14
3,7,1,0,0,0
3,3,1,12,10.33333333,11
10,6,0,14.25,12,13
10,9,0,10.5,10,10
10,10,0,13.5,14.42857143,14
5,5,1,11.66666667,12,12
5,6,1,10.8,10,10
1,1,1,0,0,0
5,8,1,12.8,11.42857143,12
10,10,1,10.8,12,11
8,8,1,11.4,11,11
10,10,1,13.72571429,14.5,14
10,11,1,12.8,12.25,13
4,4,1,13.5,11.16666667,12
4,8,1,15.57,15.57,16
15,36,1,11,12,12
10,10,1,14.11428571,15.91111111,15
8,8,1,11,11.5,11
10,5,1,0,0,0
10,10,1,13.5,13.75,14
1,2,1,11.25,0,6
5,5,1,12.14285714,11.33333333,12
10,5,1,13.07571429,13.07571429,13
4,11,1,0,0,0
3,3,1,11,13.5,12
5,8,1,0,0,0
27,42,0,13.125,12.33333333,13
8,10,0,13.51285714,13.51285714,14
10,8,0,12.83333333,12.16666667,13
10,10,0,15,11.66666667,13
5,10,0,12.8,13.33333333,13
10,4,0,12.33333333,0,6
5,2,1,12.288,12.288,12
1,1,1,12.33333333,13.28571429,13
10,10,1,11.5,12.8,12
5,5,1,11.83333333,11.14285714,11
10,6,1,0,0,0
3,10,1,0,0,0
4,6,1,11.8,11.5,12
2,2,1,0,0,0
5,8,1,12.2,12,12
6,4,1,12.33333333,13,13
10,10,1,12.42857143,12.83333333,13
4,4,0,12.76571429,13.54444444,13
6,6,1,12.1,12.6,12
10,10,1,12,11.5,12
5,8,1,0,0,0
2,2,1,14.88888889,13.72727273,14
7,7,0,11.35714286,12,12
10,10,0,13.5,12.5,13
10,10,0,0,0,0
4,4,0,13.88428571,14.75,14
5,10,0,13,11.66666667,12
5,4,0,12.65,11.1,12
5,6,0,11,0,6
5,5,0,11.66666667,10.5,11
4,4,0,14.5,12.66666667,14
6,4,0,14.71428571,14.16666667,14
6,8,0,13.28571429,14.33333333,14
5,10,0,11.33333333,10.5,11
5,6,0,0,0,0
6,7,0,11.57142857,12,12
10,9,0,13,11.5,12
5,5,0,11.5,14,13
10,9,0,11.8,11.6,12
10,10,0,10.66666667,12.28571429,11
4,10,0,13.8875,14.86444444,14
29,43,0,11.4,11.5,11
10,4,0,12.33333333,12.14285714,12
10,10,0,12.16,12.16,12
3,6,0,13.4275,13.4275,13
5,5,0,15.16666667,15.5,15
1,6,0,0,0,0
4,11,1,10.5,0,5
4,7,1,11.8,11,11
4,4,1,13.2,11.4,12
10,10,1,13.075,12.36111111,13
3,5,1,11.6,13,12
6,3,1,13.66666667,12.25,13
10,11,1,10.75,10,10
3,3,1,13.49285714,12.68888889,13
3,3,1,12.5,11,12
8,11,1,0,0,0
10,8,1,13.28571429,14.8,14
4,4,1,12.6,11.8,12
3,11,1,14,14.66666667,14
12,12,1,11.5,10.5,11
12,12,1,0,0,0
10,10,0,11.83333333,12.875,12
10,10,1,11.5,12.4,12
5,3,1,14.16666667,12.33333333,13
3,3,1,12.5,12.5,13
1,6,1,0,0,0
5,5,1,0,11,6
6,5,1,10.5,0,5
10,6,1,11.83333333,13.16666667,13
5,5,1,0,0,0
4,8,1,12.4,12.4,12
6,10,1,10.5,0,5
10,7,1,0,0,0
10,9,1,14.58333333,14.33333333,14
1,1,1,11.66666667,12.66666667,12
8,3,1,0,0,0
5,5,1,13,0,7
5,11,1,15.66,15.01111111,15
1,1,1,0,0,0
8,8,1,12.16666667,12.75,12
10,10,1,13.3,13.3,13
4,8,1,0,0,0
5,5,1,0,0,0
6,6,1,0,0,0
5,10,1,13.55714286,13.55714286,14
10,10,1,14.33333333,14.63636364,14
10,5,1,12,10.33333333,11
10,10,0,0,0,0
11,6,1,0,0,0
29,37,0,11.75,11.725,12
10,4,0,12.18333333,12.18333333,12
10,8,1,11.83333333,11,11
6,1,1,0,0,0
3,9,0,15,14.33333333,15
10,4,0,0,0,0
5,5,0,0,0,0
8,8,0,13.435,13.435,13
5,4,0,13.5,0,7
5,9,0,0,0,0
5,4,0,11.5,12.17647059,12
8,10,0,10.5,11,11
9,9,0,12,11.5,12
3,3,0,12.2,11.5,12
5,2,0,0,0,0
3,9,0,14.5,14,14
4,1,0,13.33333333,12.66666667,13
5,5,0,12,12.55555556,12
5,5,0,15.125,14,15
5,11,0,13.11666667,13.11666667,13
8,10,0,12.83333333,11.66666667,12
5,9,0,13.33333333,14.16666667,14
6,10,0,13.87714286,15.6625,15
10,11,0,12.94428571,12.94428571,13
4,10,0,12.33333333,11,12
3,3,0,14.26666667,14.26666667,14
5,6,0,13,14,14
6,8,0,12.48375,12.48375,12
10,4,0,13.42857143,15.3125,14
4,4,0,10.66666667,0,5
10,5,0,15.4,12.2,14
5,9,0,13.45,13.45,13
6,9,0,12.6,12.6,13
10,11,0,12.48571429,12.9375,13
10,10,0,10.8,12.8,12
2,2,0,12.2,14.6,13
4,8,0,14.2,13.5,14
10,9,0,13.83333333,14,14
10,2,0,12.8,10,11
6,2,0,13.2,12.5,13
5,8,0,14,0,7
5,11,0,13.875,14,14
10,5,0,12.5,12.71428571,13
10,10,0,13.42857143,12.5,13
10,6,0,11.8,13,12
10,10,0,14.86857143,15.11111111,15
2,2,0,13.03,13.21875,13
6,8,0,14.57142857,12.33333333,13
4,4,0,11,11.25,11
10,5,0,13.3675,13.3675,13
10,10,0,12.80833333,12.82571429,13
4,4,0,13.91857143,13.8875,14
3,11,0,13,12.8,13
5,6,0,13.68333333,13.68333333,14
5,11,0,13,12,13
4,5,0,12.8,11.2,12
10,5,0,13.57142857,12.16666667,13
10,7,0,13.16666667,13.16666667,13
10,10,0,15,14.5,15
4,6,0,12.66666667,11.4,12
5,8,0,13.85714286,13.14285714,14
10,10,0,14.69285714,14.9625,15
6,4,0,14.035,14.035,14
5,11,0,11,14,13
10,10,0,13.33333333,13.33333333,13
6,6,0,11.7725,12.33,12
5,8,0,0,0,0
10,10,0,0,0,0
8,8,0,0,0,0
6,7,0,12.28571429,12,12
3,4,0,12.46,12.46,12
5,1,0,12.16666667,13.16666667,13
5,6,0,11.83333333,11.5,12
5,5,0,14.80571429,14.80571429,15
5,10,0,10.6,11.71428571,11
10,10,0,13.125,13,13
5,10,0,12.83333333,12.66666667,13
10,5,0,0,0,0
6,5,0,13,13.8,13
5,5,0,12.725,13.7125,13
5,2,0,11.25,10.33333333,11
3,5,0,13.81818182,13.46153846,14
4,5,0,12.33333333,13,13
5,4,0,12.33333333,11.6,12
4,5,0,13.25,10.66666667,12
5,8,0,13.66666667,15.4,15
6,3,0,12.625,11,12
3,5,0,14.83333333,12.14285714,13
6,5,0,11.2,13.125,12
5,7,0,11.4,12.2,12
4,11,0,13.135,13.24444444,13
5,5,0,13,11.4,12
4,4,0,12.85,12.62142857,13
29,15,0,13.5,12.5,13
4,4,0,14.28571429,13,14
10,10,0,13.5,14.5,14
10,10,0,10.75,13,12
8,8,0,11.33333333,11.83333333,12
7,7,0,13,13.28571429,13
6,9,0,13.96666667,13.96666667,14
6,6,0,14.14125,14.14125,14
10,8,0,11.6,11.75,12
10,10,0,14.6625,14.6625,15
10,11,0,0,0,0
4,4,0,12.99333333,12.66875,13
5,11,0,11.25,12.2,12
6,6,0,12.2,12.8,13
10,10,0,0,0,0
5,8,0,11.33333333,11.75,12
31,40,0,12.2,11.8,12
1,1,0,0,0,0
1,3,0,11.33333333,11.66666667,12
5,9,0,13.85714286,13.1,13
10,10,0,12.85714286,13.33333333,13
5,8,0,10,0,5
10,8,0,10.21428571,11.38461538,11
10,7,0,11.28571429,10.33333333,11
10,6,0,13.83333333,0,7
10,10,0,12.85714286,12.6,13
5,9,0,11.66666667,12,12
1,1,0,0,0,0
5,11,0,14.4,13.2,14
10,9,0,14.83333333,14.16666667,15
10,3,0,14.33333333,12,13
10,8,0,0,0,0
12,12,0,0,0,0
10,6,0,12.33333333,12.66666667,13
10,5,0,11.8,12.4,12
6,4,0,13.2,10.6,12
10,10,0,0,0,0
5,5,0,0,0,0
7,7,0,11.5,13.28571429,12
7,7,0,12.6,12.2,12
10,11,0,13.54285714,14.22222222,14
6,6,0,11.6,13,12
5,10,1,13.66666667,13.83333333,14
10,6,1,0,0,0
10,5,0,0,0,0
10,10,1,0,0,0
6,9,1,11.5,12.28571429,12
10,11,0,11.5,11.75,12
5,11,1,11.82857143,12.9125,12
4,4,1,0,0,0
2,4,1,0,0,0
5,10,0,12.96666667,12.96666667,13
10,7,1,13.83333333,13.66666667,14
10,11,0,14.12571429,14.36875,14
10,10,0,12.16666667,0,6
10,7,0,12.66666667,12.25,12
10,10,1,0,0,0
7,7,1,12.28571429,14.16666667,13
3,9,1,14.5,14.375,14
6,10,1,10,10,10
2,2,0,11.5,12,12
10,10,0,11.6,11.5,12
8,8,0,12.5,11.66666667,12
10,10,0,11.66666667,11,11
5,7,0,13.42857143,11.6,13
10,4,1,13.66666667,13.5,14
10,10,0,12.5,12.16666667,12
4,4,0,13,12.8,13
10,2,0,12.78333333,12.84285714,13
8,8,0,0,0,0
8,8,0,13.5,11.225,12
3,6,0,13.45714286,15.125,14
10,8,0,13.44285714,13.44285714,13
10,4,0,11,10.83333333,11
8,8,0,11.33333333,12.28571429,12
5,6,0,10,0,5
4,10,0,13.44,13.06666667,13
5,6,0,12.21428571,14.0625,13
10,9,0,14.16666667,13.5,14
10,8,0,12.84615385,12.63636364,13
10,10,0,13,12,13
6,8,0,12.8,11.25,12
5,11,0,13,12,13
4,10,0,13.37142857,13.66666667,14
10,9,0,13.38571429,13.3875,13
10,10,0,13.32857143,13.32857143,13
5,8,0,14,11,13
10,10,0,12.6,13.2,13
10,9,0,14,15,15
8,11,0,13.42857143,12.66666667,13
5,5,0,13,12.5,13
5,11,0,12.66666667,11,12
10,8,1,10,12.33333333,11
2,11,0,12.83333333,11.77777778,12
10,5,0,12.91666667,12.91666667,13
6,10,0,13.28571429,13.8,14
10,10,0,14.6,13.8,14
4,10,0,14,13.66666667,14
10,5,0,14.14285714,15,15
5,11,0,11.66666667,12.33333333,12
5,9,0,14.3775,14.3775,14
4,7,0,12.5,13.04285714,13
8,8,0,14.15,14.15,14
10,10,0,12.47142857,12.47142857,12
3,2,0,14.15,14.15,14
10,9,0,14.07222222,14.0475,14
3,4,0,14.85714286,14.66666667,15
10,10,0,14.28571429,13.16666667,14
13,12,0,0,0,0
5,5,0,0,0,0
4,7,0,15,15.16666667,15
5,9,0,12.63333333,12.63333333,13
5,8,0,11.2,12.6,12
6,8,0,14.23333333,14.23333333,14
5,8,0,12.2,11.33333333,12
3,2,0,15.7,15.7,16
10,10,0,15.2,15.2,15
3,3,0,16.33333333,15.6,16
3,3,0,12.5625,12.85714286,13
5,5,0,0,0,0
8,8,0,12.4,12,12
6,6,0,13.78125,13.78125,14
6,6,0,12.16666667,11.66666667,12
10,6,0,11.8,11.83333333,12
5,4,0,10.8,12,11
10,9,0,13.26,14.28625,14
4,1,0,12,10.66666667,11
10,10,0,11.875,14.42857143,13
5,8,0,12.16,13.4,13
4,4,0,15,12.5,14
10,10,0,13.33333333,13.2,13
3,10,0,11.5,11.8,12
3,3,0,14.42857143,13,14
5,2,0,13,15.33333333,14
10,3,0,15,14.33333333,15
10,10,0,15.15555556,16.8,16
28,42,0,10.66666667,11.85714286,11
6,6,0,11,11.25,11
6,6,0,0,0,0
5,5,0,12.28571429,12,12
10,10,0,12.82875,12.82875,13
12,5,0,12.66666667,14.4,14
7,8,0,0,0,0
5,10,0,13,0,7
6,6,0,10.875,12.4,12
10,8,0,12.8,11.6,12
5,11,0,11.28571429,0,6
4,4,0,0,0,0
10,10,0,0,10,5
6,8,0,13.76666667,13.74444444,14
2,2,0,12.75833333,12.75833333,13
9,9,0,0,0,0
6,8,0,12.66666667,13.25,13
4,8,0,12,12.75,12
6,8,0,12.25,12,12
5,6,0,11.33333333,12.2,12
5,6,0,13.50714286,13.05,13
2,2,0,13.61428571,13.61428571,14
5,2,0,0,0,0
10,10,0,11.5,12.16666667,12
10,10,0,12.33333333,12.5,12
5,9,0,11.97142857,14.4375,13
6,9,0,13,11.5,12
6,5,0,12.38571429,12.72857143,13
5,10,0,13.5,11.28571429,12
10,10,0,12.16666667,13.28571429,13
3,4,0,0,0,0
8,10,0,11.66666667,13.66666667,13
3,3,0,12.4,14.16666667,13
10,7,0,13.4,12.83333333,13
10,6,0,12,12.5,12
5,6,0,14.2,14.8,15
6,6,0,12.125,14.42857143,13
4,4,0,13.85714286,13.28571429,14
3,10,0,11.75,12.33333333,12
8,8,0,14.28333333,13.12555556,14
5,10,0,13.27272727,13,13
23,44,0,14.66666667,15.14285714,15
10,10,0,15.115,15.092,15
5,2,0,0,0,0
10,11,0,15,13.14285714,14
4,6,0,13.2,14.33333333,14
6,9,0,11,10.33333333,11
2,3,0,14.56571429,14.56571429,15
1,1,0,12,10.75,11
8,10,0,0,0,0
4,4,0,13.79666667,13.775,14
4,4,0,14.83333333,15.33333333,15
10,4,0,12.83333333,13.83333333,13
6,10,0,14.96285714,14.96285714,15
10,10,0,12,11.2,12
4,3,0,12.4,12.8,13
3,2,0,15.57142857,17.16666667,16
6,9,0,13.71428571,13.71428571,14
5,5,0,13.14285714,12.16666667,13
10,8,0,15,11,13
5,3,0,13,0,7
5,4,0,12,12.75,12
10,2,0,0,0,0
8,4,0,15.16666667,14.16666667,15
1,1,0,12,10.5,11
6,6,0,13.64285714,14.77272727,14
6,6,0,12.66666667,12.71428571,13
8,8,0,0,0,0
6,5,0,10.8,10.5,11
8,8,0,14.25,13.06363636,14
10,4,0,12.15384615,12.9,13
4,5,0,11.5,10.5,11
8,6,0,12.25,12.33333333,12
5,5,0,12,11.14285714,12
6,8,0,13.40375,13.40375,13
3,4,0,11.33333333,12.66666667,12
6,6,1,12.2,12.33333333,12
10,7,1,0,0,0
3,4,1,0,0,0
3,5,1,16.16666667,16,16
10,8,1,11,11,11
6,9,1,0,0,0
5,8,1,12,12.28571429,12
6,8,1,10.5,12.25,11
5,8,1,11.66666667,10.33333333,11
10,10,1,11,10,11
10,11,1,0,0,0
10,8,1,12.5,0,6
10,2,1,11.29444444,12.6,12
7,7,1,11.2,12.5,12
10,10,1,0,0,0
5,11,1,13.2,11.8,13
10,9,1,14.14285714,14.125,14
4,4,1,0,0,0
10,9,1,0,13.33333333,7
5,8,1,12.33333333,10.57142857,11
10,6,1,0,0,0
5,5,1,13.1,13.1,13
10,10,1,13.5,13.16666667,13
6,6,1,10.2,12,11
10,10,1,11.57142857,13,12
10,8,1,15.28571429,15.16666667,15
3,5,1,12.6,11,12
3,3,1,13.43333333,13.6,14
5,10,1,11.6,11,11
5,9,1,14.66666667,13.5,14
10,9,1,14.66666667,14.66666667,15
5,10,1,12.74285714,12.74285714,13
6,11,1,11.975,13.12857143,13
3,4,1,12.25,11.66666667,12
5,7,1,0,0,0
10,8,1,14.93571429,14.93571429,15
10,10,1,10.5,10,10
4,4,1,13.33333333,13,13
10,7,1,0,0,0
10,4,1,13.8,14,14
4,10,1,11.83333333,10.75,11
5,9,1,0,0,0
3,3,1,0,0,0
2,2,1,10,0,5
1,1,1,11.5,11.66666667,12
6,8,1,10.66666667,12,11
5,9,1,0,0,0
10,5,1,12.75,13,13
5,6,1,0,0,0
29,29,1,11.33333333,11.33333333,11
10,9,1,0,0,0
4,5,1,13,12.2,13
10,10,1,10.75,11.33333333,11
5,8,1,12,10.5,11
6,8,1,13.46285714,13.90625,14
12,12,1,10,10,10
10,9,1,12.33333333,13.66666667,13
5,6,1,12.52857143,12.41666667,12
10,11,1,0,0,0
10,9,1,0,0,0
5,11,1,13.6,13.25,13
5,4,1,12.33333333,14,13
10,8,1,11.45454545,12.25,12
3,3,1,13.5,14.4,14
1,1,1,0,0,0
6,6,1,11,0,6
10,7,1,13.71428571,14.33333333,14
6,7,1,12.36363636,12.25,12
3,3,1,10.66666667,11.5,11
3,3,1,12,12.66666667,12
10,7,1,12.85714286,13.16666667,13
5,5,1,13.125,12.71428571,13
5,5,1,0,11.5,6
3,4,1,13.5,0,7
10,10,1,15.09090909,15,15
10,5,1,12.4,11.8,12
4,6,1,14,14.8,14
10,5,1,13.5,13,13
4,5,1,0,0,0
3,5,1,12.65,10.66666667,12
2,2,1,0,0,0
13,13,1,0,0,0
10,11,1,13.33333333,12.8,13
6,6,1,11.33333333,11.14285714,11
1,1,1,0,0,0
10,10,1,0,0,0
5,3,1,11.66666667,10.5,11
7,7,1,12.16666667,14.42857143,13
6,4,1,13.33333333,12.75,13
5,10,1,11.4,11,11
6,6,1,12.14285714,0,6
5,3,1,13.05882353,12.30769231,13
10,7,1,11.75,10.5,11
10,10,1,11.83333333,10,11
2,3,1,12.4,11.8,12
5,5,1,13.42857143,11.5,12
10,10,1,0,0,0
7,9,1,11,13.4,12
4,4,1,13.625,14.42857143,14
6,6,1,11.8,11.5,12
3,8,1,0,0,0
3,3,1,15,13.5,14
6,11,1,10.8,11,11
12,12,1,13.66666667,11.33333333,13
10,10,1,12.83333333,13.33333333,13
5,10,1,0,0,0
5,8,1,15.125,13.42857143,14
4,4,1,0,10,5
3,3,1,11.4,11,11
5,5,1,12.25,11,12
6,11,1,0,0,0
4,3,1,14,14,14
8,8,1,12.33333333,10.8,12
10,10,1,10.66666667,11,11
3,4,1,11.83333333,14.71428571,13
5,9,1,0,0,0
10,10,1,11.66666667,12.16666667,12
3,4,1,13,0,7
3,10,1,0,0,0
12,12,1,0,0,0
4,4,1,13,14.2,14
10,10,1,13.85714286,14,14
10,10,1,13.39166667,12.4875,13
1,5,1,12.75,0,6
7,7,1,14.5,14.6,15
4,5,1,12.16666667,12.16666667,12
10,9,1,15.4,15.6,16
5,4,1,13.33333333,16,15
4,4,1,0,0,0
5,9,1,0,0,0
5,9,1,13.71428571,14.71428571,14
10,3,1,12.25,0,6
5,3,1,16,16.5,16
10,10,1,11,13,12
10,10,1,14.08571429,14.08571429,14
10,3,1,10.16666667,10.5,10
10,10,1,10,0,5
3,10,1,0,10,5
2,5,1,10.5,10.66666667,11
10,3,1,0,0,0
6,11,1,0,0,0
1,1,1,0,0,0
10,8,1,0,0,0
5,11,1,13.33333333,12.4,13
5,5,1,0,0,0
10,10,1,13.57142857,14.33333333,14
4,4,1,12.83333333,11.16666667,12
10,5,1,10.25,11.2,11
10,10,1,0,0,0
6,10,1,14.5,13.33333333,14
10,10,1,15.8,13.71428571,15
10,11,1,0,0,0
10,5,1,12.5,14.66666667,14
5,2,1,11.66666667,11.5,12
10,5,1,13,13,13
3,3,1,12.12142857,11.50625,12
4,9,1,14.22222222,13.75,14
5,9,1,12.5,13.25,13
5,4,1,12.16666667,15.28571429,14
4,4,1,0,0,0
10,10,1,12.66666667,11.5,12
5,10,1,13.61428571,13.61428571,14
4,7,1,12.85714286,14.3,14
2,3,1,14,14.2,14
10,10,1,14.75,11.8,13
12,12,1,0,0,0
3,4,1,13.625,14.28571429,14
5,4,1,0,0,0
7,7,1,11.8,11.875,12
3,3,1,15.125,14.6,15
3,4,1,11.5,10.5,11
10,8,1,10,11,11
5,4,1,0,0,0
10,10,1,10.33333333,12.8,12
5,6,1,0,11.66666667,6
10,10,1,12,12.5,12
5,8,1,13.83333333,14.5,14
8,5,1,12.15384615,11.90909091,12
3,9,1,14,13.66666667,14
5,7,1,16.5,13.8,15
5,6,1,18,13.33333333,16
5,6,1,11.28571429,11.77777778,12
10,3,1,0,0,0
3,6,1,0,0,0
4,6,1,14,12,13
10,6,1,13.75,12,13
6,9,1,13.25,11,12
8,4,1,14.25,14.75,15
10,10,1,0,0,0
3,3,1,11.25,11.33333333,11
10,8,1,13.5,12.5,13
5,8,1,12.66666667,12.85714286,13
6,8,1,15.16666667,12.33333333,14
5,5,1,13.16666667,15.14285714,14
10,10,1,11.8,11.44444444,12
5,6,1,11.5,0,6
5,1,1,14.5,11.33333333,13
6,3,1,13.4,10.66666667,12
6,8,1,0,0,0
6,6,1,10.8,12.5,12
6,6,1,0,0,0
10,2,1,11.42857143,12,12
6,5,1,12.5,11.6,12
10,6,1,13.5,12.33333333,13
5,6,1,0,0,0
7,6,1,12.75,11.5,12
10,8,1,11.33333333,12.33333333,12
5,6,1,0,0,0
5,5,1,11.4,12.4,12
3,4,1,14.42857143,14.57142857,15
6,6,1,12.49285714,11.7125,12
10,2,1,11.5,11,11
10,10,1,11.2,12.8,12
10,4,1,12,11,12
6,11,1,15.88571429,15.88571429,16
10,10,1,12.94,11.58,12
10,10,1,14,14.16666667,14
8,8,1,0,0,0
6,6,1,0,0,0
3,3,1,0,0,0
10,10,1,11.25,11,11
12,12,1,0,0,0
12,12,0,11.25,0,6
10,10,0,10.66666667,12.5,12
1,1,0,11.8,10.66666667,11
10,10,1,11.625,11.18181818,11
1,6,1,0,0,0
10,10,1,10.25,11.25,11
10,10,1,10.8,11.35714286,11
10,10,1,12.54545455,12.66666667,13
30,29,1,13.57142857,13.4,13
10,11,1,0,0,0
6,6,1,0,0,0
10,10,1,14.77777778,12.2,13
10,9,1,0,0,0
6,6,1,0,0,0
10,10,1,0,0,0
10,10,1,0,0,0
10,10,1,11.4,11.6,12
5,11,1,11.66666667,10.85714286,11
1,1,1,11.28571429,13,12
7,4,1,11.5,12.6,12
10,10,1,16,16,16
10,8,1,12.5,12.66666667,13
6,8,1,12,13,13
10,8,1,0,11.66666667,6
6,9,1,13,12.6,13
3,7,1,13.71428571,12.08333333,13
10,6,1,12.33333333,12.5,12
10,8,1,12.72727273,12.7,13
1,1,1,14,0,7
5,8,1,0,0,0
7,7,1,11.4,11,11
1,1,1,0,10,5
5,7,1,18.875,17.69230769,18
1,1,1,0,0,0
10,10,1,11.33333333,12.6,12
7,7,1,13.5,16.2,15
10,11,1,15,10,13
10,5,1,0,0,0
10,10,1,14.22222222,12.8,14
6,10,1,0,0,0
10,11,1,12,0,6
10,10,1,12.6,12,12
3,10,1,15.08333333,13.08333333,14
4,6,1,0,0,0
6,6,1,14.5,15.3,15
8,8,1,14.5,13.5,14
5,9,1,10,13,12
6,6,1,0,0,0
10,10,1,11.6,13.2,12
8,5,1,11.75,0,6
10,7,1,0,0,0
3,3,1,0,0,0
10,10,1,0,0,0
10,10,1,11.25,11.8,12
10,11,1,11.57142857,0,6
10,10,1,10,16,13
10,2,1,13.83333333,12.3,13
9,8,1,12.75,12.66666667,13
10,10,1,0,0,0
3,6,1,11.6,11,11
12,12,1,0,0,0
10,10,1,11.25,10.33333333,11
2,7,1,0,0,0
3,6,1,14.33333333,15,15
10,10,1,0,0,0
5,5,1,13.5,13.5,14
10,10,1,12.66666667,12.2,12
5,8,1,12.44428571,11.34714286,12
10,5,1,10.66666667,11.33333333,11
3,3,1,0,0,0
6,6,1,12.66666667,12.4,13
6,6,1,13.2,14.83333333,14
10,7,1,12.7,12.18181818,12
10,6,1,14.83333333,14.8,15
10,10,1,11.5,12,12
12,13,1,0,0,0
10,8,1,0,0,0
6,7,1,12.66666667,12.5,13
3,9,1,14.71428571,12.5,14
5,5,1,13.66666667,10.25,12
10,7,1,10.8,13.5,12
5,5,1,10.5,10.42857143,10
9,8,1,15,12.5,14
10,10,1,12.66666667,14,13
1,1,1,13.16666667,13.66666667,13
10,10,1,0,0,0
10,11,0,13,12.5,13
3,8,1,0,0,0
10,10,0,10,15,13
2,2,0,13.33333333,13.375,13
10,2,0,12.33333333,13.33333333,13
6,8,0,13.18181818,11.64285714,12
6,6,0,12.51333333,13.07142857,13
10,6,0,0,0,0
10,10,0,13.58571429,13.58571429,14
5,10,0,11.15555556,11.425,11
10,8,1,11.85714286,12,12
10,8,1,0,0,0
10,8,1,14,13.61538462,14
4,6,0,12,0,6
14,5,0,11.575,12.42,12
3,3,0,13.19857143,13.0625,13
5,10,0,13.5,12,13
5,4,0,13.33333333,12.8,13
29,36,1,14.25,10,12
2,6,0,12.16666667,12,12
10,6,0,12.21428571,12.21428571,12
6,5,0,12.66666667,13,13
6,6,0,12.28571429,13.5,13
6,8,0,13,13,13
8,5,0,12.14285714,11.16666667,12
8,8,0,13.87571429,13.08571429,13
6,6,0,0,0,0
10,6,0,11.66666667,0,6
5,8,0,13.15384615,11,12
10,8,0,14.5,12.83333333,14
8,8,0,14.44142857,13.65625,14
3,7,0,15.16666667,14.28571429,15
5,9,0,11.6,12.625,12
5,8,0,11.66666667,12.33333333,12
10,7,0,12.625,13.2,13
4,6,0,12.66666667,11,12
3,7,0,12.83333333,13,13
9,8,0,11.85714286,13.14285714,13
2,6,0,11.4,10.75,11
4,3,0,14.85714286,15.14285714,15
8,8,0,14.71428571,15.83333333,15
3,8,0,13.5,13,13
10,6,0,11.5,12.4,12
5,8,0,14,0,7
5,6,0,12.83333333,0,6
10,10,0,13.42857143,14.75,14
5,4,0,0,0,0
7,4,0,11.66666667,11.5,12
3,9,0,16,14.33333333,15
10,6,0,13.83333333,11.83333333,13
8,8,0,13.2325,13.2325,13
10,10,1,14,14.16666667,14
6,4,1,10,0,5
10,10,0,13.33333333,12.27272727,13
5,5,0,12.5,14.33333333,13
6,6,0,12.5,11.5,12
1,1,1,10.5,0,5
32,39,1,10.66666667,11.33333333,11
6,9,1,10.5,10.5,11
3,4,0,12,11.4,12
3,3,0,0,0,0
20,36,0,11.5,10.66666667,11
6,11,0,14,13.5,14
3,8,0,13.5,12.6,13
8,8,0,13.07375,13.07375,13
3,11,0,10.75,0,5
3,5,0,12,0,6
6,6,0,14,13.33333333,14
10,7,1,12.33333333,13.42857143,13
6,5,0,13.46428571,14.78888889,14
10,9,0,10.66666667,11.2,11
10,8,0,11.6,12.2,12
4,10,0,13.66666667,14.66666667,14
10,8,0,14.4025,14.4025,14
10,10,0,15.46875,16.3875,16
5,11,0,12.625,14.16666667,13
10,10,0,14.98333333,14.98333333,15
5,10,0,15,13,14
8,6,0,15.88888889,14.14285714,15
10,10,0,11.5,11,11
10,8,0,10.5,10,10
6,9,0,13.98333333,13.98333333,14
10,10,0,13,12.83333333,13
5,8,0,13.66666667,13,13
5,8,0,0,0,0
10,6,0,14.4,15.4,15
10,9,0,12,11.25,12
10,5,0,14.16666667,13.66666667,14
1,1,0,12.2,12,12
6,6,0,12,12.66666667,12
5,7,0,10.5,11,11
10,11,0,12.33333333,10.5,11
6,10,0,12.2,12.2,12
10,10,0,0,0,0
10,10,0,11.5,13.16666667,12
10,9,0,10.88888889,11.61538462,11
5,6,0,12.16666667,11.675,12
8,8,0,10,12,11
6,10,0,12.66666667,12.16666667,12
6,10,0,11.4,12.2,12
10,10,0,0,0,0
6,6,0,13,12,13
8,8,0,13.4,12,13
6,10,0,13.5,12.8,13
5,10,0,12.25,11.33333333,12
