STUDENTID,GENDER,FJOB,MJOB,GRADE
STUDENT1607,2,3,4.0,3
STUDENT1608,2,2,3.0,3
STUDENT1609,2,2,3.0,4
STUDENT1610,2,4,4.0,3
STUDENT1611,2,4,5.0,3
STUDENT1612,2,3,3.0,2
STUDENT1613,1,3,3.0,2
STUDENT1614,1,5,5.0,0
STUDENT1615,1,4,3.0,2
STUDENT1616,1,3,3.0,1
STUDENT1617,1,3,4.0,5
STUDENT1618,1,5,4.0,2
STUDENT1619,1,3,3.0,3
STUDENT1620,1,2,3.0,2
STUDENT1621,1,4,3.0,5
STUDENT1622,1,3,3.0,3
STUDENT1623,1,5,3.0,1
STUDENT1624,1,3,3.0,2
STUDENT1625,1,4,5.0,0
STUDENT1626,1,2,4.0,0
STUDENT1627,1,5,3.0,3
STUDENT1628,2,3,3.0,1
STUDENT1629,2,5,5.0,3
STUDENT1630,2,3,3.0,0
STUDENT1631,2,3,3.0,2
STUDENT1632,2,5,3.0,0
STUDENT1633,2,3,3.0,4
STUDENT1634,2,2,3.0,3
STUDENT1635,2,2,3.0,2
STUDENT1636,2,3,4.0,3
STUDENT1637,2,4,4.0,3
STUDENT1638,2,5,5.0,2
STUDENT1639,2,4,3.0,0
STUDENT1640,2,4,3.0,5
STUDENT1641,1,4,5.0,3
STUDENT1642,1,4,3.0,5
STUDENT1643,1,5,5.0,5
STUDENT1644,1,3,3.0,1
STUDENT1645,1,4,4.0,1
STUDENT1646,1,4,5.0,0
STUDENT1647,1,4,4.0,5
STUDENT1648,1,4,5.0,4
STUDENT1649,1,4,3.0,2
STUDENT1650,1,3,5.0,4
STUDENT1651,1,3,3.0,5
STUDENT1652,1,4,5.0,5
STUDENT1653,1,4,4.0,4
STUDENT1654,1,2,4.0,5
STUDENT1655,1,3,3.0,0
STUDENT1656,1,4,3.0,3
STUDENT1657,1,5,2.0,3
STUDENT1658,1,3,3.0,1
STUDENT1659,1,3,3.0,0
STUDENT1660,1,3,2.0,0
STUDENT1661,1,4,5.0,4
STUDENT1662,1,3,3.0,5
STUDENT1663,1,5,5.0,5
STUDENT1664,1,4,3.0,5
STUDENT1665,1,2,3.0,2
STUDENT1666,1,5,5.0,5
STUDENT1667,1,4,3.0,2
STUDENT1668,1,3,2.0,4
STUDENT1669,1,4,5.0,0
STUDENT1670,1,3,3.0,3
STUDENT1671,1,3,5.0,1
STUDENT1672,1,3,5.0,4
STUDENT1673,1,2,5.0,2
STUDENT1674,1,5,5.0,4
STUDENT1675,1,3,5.0,3
STUDENT1676,1,5,5.0,0
STUDENT1677,2,4,2.0,0
STUDENT1678,2,4,4.0,3
STUDENT1679,2,5,5.0,3
STUDENT1680,2,3,3.0,0
STUDENT1681,2,4,3.0,4
STUDENT1682,2,5,5.0,3
STUDENT1683,2,5,3.0,2
STUDENT1684,2,4,4.0,3
STUDENT1685,2,3,3.0,3
STUDENT1686,2,3,3.0,5
STUDENT1687,2,3,3.0,2
STUDENT1688,2,3,3.0,0
STUDENT1689,2,3,3.0,0
STUDENT1690,2,3,3.0,0
STUDENT1691,2,5,5.0,0
STUDENT1692,2,4,5.0,0
STUDENT1693,2,3,3.0,4
STUDENT1694,2,2,4.0,2
STUDENT1695,2,2,4.0,0
STUDENT1696,2,3,3.0,3
STUDENT1697,2,3,5.0,2
STUDENT1698,2,3,5.0,0
STUDENT1699,2,3,3.0,0
STUDENT1700,2,5,5.0,0
STUDENT1701,2,3,3.0,5
STUDENT1702,2,3,3.0,5
STUDENT1703,2,5,5.0,0
STUDENT1704,2,4,4.0,2
STUDENT1705,2,3,5.0,3
STUDENT1706,2,2,5.0,1
STUDENT1707,2,5,5.0,0
STUDENT1708,2,3,3.0,2
STUDENT1709,2,2,4.0,3
STUDENT1710,1,3,3.0,2
STUDENT1711,1,3,3.0,2
STUDENT1712,1,5,3.0,3
STUDENT1713,1,2,4.0,1
STUDENT1714,1,5,3.0,2
STUDENT1715,1,3,3.0,2
STUDENT1716,1,2,5.0,3
STUDENT1717,1,4,4.0,3
STUDENT1718,2,5,5.0,0
STUDENT1719,2,4,4.0,5
STUDENT1720,2,5,3.0,0
STUDENT1721,2,3,3.0,2
STUDENT1722,1,3,3.0,1
STUDENT1723,1,3,3.0,5
STUDENT1724,1,3,3.0,2
STUDENT1725,1,2,4.0,3
STUDENT1726,1,2,3.0,2
STUDENT1727,1,5,5.0,3
STUDENT1728,1,3,5.0,1
STUDENT1729,1,3,5.0,0
STUDENT1730,2,3,3.0,3
STUDENT1731,2,2,3.0,3
STUDENT1732,2,3,5.0,2
STUDENT1733,2,2,3.0,3
STUDENT1734,2,2,3.0,1
STUDENT1735,2,3,3.0,1
STUDENT1736,2,3,4.0,3
STUDENT1737,2,2,3.0,3
STUDENT1738,2,2,3.0,4
STUDENT1739,2,3,3.0,4
STUDENT1740,2,2,3.0,0
STUDENT1741,2,3,3.0,3
STUDENT1742,2,3,5.0,2
STUDENT1743,2,3,3.0,3
STUDENT1744,2,4,3.0,0
STUDENT1745,2,5,5.0,0
STUDENT1746,2,5,5.0,0
STUDENT1747,2,5,3.0,2
STUDENT1748,2,4,3.0,0
STUDENT1749,2,5,3.0,0
STUDENT1750,2,4,4.0,2
STUDENT1751,2,4,3.0,2
STUDENT1752,2,3,3.0,0
STUDENT1753,2,4,4.0,2
STUDENT1754,2,3,3.0,1
STUDENT1755,2,3,3.0,0
STUDENT1756,2,4,4.0,4
STUDENT1757,2,4,4.0,2
STUDENT1758,1,3,5.0,0
STUDENT1759,1,3,3.0,5
STUDENT1760,1,4,5.0,3
STUDENT1761,1,4,3.0,2
STUDENT1762,1,4,3.0,0
STUDENT1763,2,4,2.0,5
STUDENT1764,2,5,4.0,1
STUDENT1765,2,4,4.0,3
STUDENT1766,1,3,3.0,0
STUDENT1767,1,3,3.0,4
STUDENT1768,2,4,3.0,4
STUDENT1769,2,4,3.0,0
STUDENT1770,2,3,3.0,0
STUDENT1771,1,3,3.0,2
STUDENT1772,1,3,3.0,0
STUDENT1773,1,3,3.0,4
STUDENT1774,2,5,5.0,2
STUDENT1775,2,3,5.0,0
STUDENT1776,2,5,5.0,0
STUDENT1777,2,4,5.0,1
STUDENT1778,2,3,3.0,2
STUDENT1779,2,4,4.0,1
STUDENT1780,2,3,3.0,5
STUDENT1781,2,2,3.0,2
STUDENT1782,2,4,4.0,1
STUDENT1783,2,4,4.0,5
STUDENT1784,2,4,2.0,2
STUDENT1785,2,3,3.0,5
STUDENT1786,2,4,4.0,2
STUDENT1787,2,5,3.0,0
STUDENT1788,2,3,3.0,4
STUDENT1789,2,2,5.0,0
STUDENT1790,2,5,5.0,1
STUDENT1791,2,5,3.0,3
STUDENT1792,2,2,4.0,0
STUDENT1793,2,3,3.0,4
STUDENT1794,2,4,5.0,0
STUDENT1795,1,3,3.0,2
STUDENT1796,1,3,4.0,4
STUDENT1797,1,4,3.0,2
STUDENT1798,1,3,3.0,2
STUDENT1799,1,3,5.0,3
STUDENT1800,1,4,3.0,0
STUDENT1801,2,2,5.0,2
STUDENT1802,2,5,5.0,3
STUDENT1803,2,3,3.0,3
STUDENT1804,2,5,5.0,1
STUDENT1805,2,3,3.0,0
STUDENT1806,2,3,3.0,0
STUDENT1807,2,3,4.0,2
STUDENT1808,2,2,2.0,0
STUDENT1809,2,4,5.0,2
STUDENT1810,2,4,3.0,3
STUDENT1811,2,3,3.0,3
STUDENT1812,1,4,4.0,4
STUDENT1813,2,3,3.0,3
STUDENT1814,2,3,3.0,2
STUDENT1815,2,4,5.0,0
STUDENT1816,2,2,2.0,4
STUDENT1817,1,4,4.0,2
STUDENT1818,1,3,3.0,3
STUDENT1819,1,3,3.0,0
STUDENT1820,1,4,4.0,5
STUDENT1821,1,3,5.0,2
STUDENT1822,1,4,5.0,1
STUDENT1823,1,3,5.0,0
STUDENT1824,1,5,5.0,1
STUDENT1825,1,4,4.0,3
STUDENT1826,1,4,3.0,4
STUDENT1827,1,4,3.0,4
STUDENT1828,1,3,5.0,1
STUDENT1829,1,3,5.0,0
STUDENT1830,1,4,3.0,2
STUDENT1831,1,3,3.0,2
STUDENT1832,1,5,5.0,4
STUDENT1833,1,3,3.0,2
STUDENT1834,1,3,3.0,2
STUDENT1835,1,3,4.0,5
STUDENT1836,1,3,3.0,2
STUDENT1837,1,4,3.0,2
STUDENT1838,1,3,3.0,2
STUDENT1839,1,3,3.0,3
STUDENT1840,1,5,5.0,5
STUDENT1841,1,3,5.0,0
STUDENT1842,2,2,4.0,0
STUDENT1843,2,4,4.0,1
STUDENT1844,2,4,4.0,1
STUDENT1845,2,3,3.0,2
STUDENT1846,2,5,3.0,3
STUDENT1847,2,3,3.0,2
STUDENT1848,2,2,3.0,0
STUDENT1849,2,3,3.0,3
STUDENT1850,2,3,3.0,1
STUDENT1851,2,2,4.0,0
STUDENT1852,2,4,3.0,5
STUDENT1853,2,4,4.0,2
STUDENT1854,2,2,3.0,5
STUDENT1855,2,5,5.0,1
STUDENT1856,2,5,5.0,0
STUDENT1857,1,3,3.0,3
STUDENT1858,2,3,3.0,2
STUDENT1859,2,3,5.0,2
STUDENT1860,2,3,3.0,3
STUDENT1861,2,3,5.0,0
STUDENT1862,2,5,5.0,1
STUDENT1863,2,5,3.0,0
STUDENT1864,2,3,3.0,3
STUDENT1865,2,5,5.0,0
STUDENT1866,2,4,4.0,2
STUDENT1867,2,3,3.0,0
STUDENT1868,2,4,3.0,0
STUDENT1869,2,3,3.0,4
STUDENT1870,2,5,5.0,3
STUDENT1871,2,3,4.0,0
STUDENT1872,2,5,5.0,0
STUDENT1873,2,2,5.0,5
STUDENT1874,2,5,5.0,0
STUDENT1875,2,4,4.0,3
STUDENT1876,2,3,3.0,3
STUDENT1877,2,4,4.0,0
STUDENT1878,2,5,5.0,0
STUDENT1879,2,3,3.0,0
STUDENT1880,2,3,5.0,4
STUDENT1881,2,3,3.0,5
STUDENT1882,2,5,3.0,0
STUDENT1883,1,3,3.0,0
STUDENT1884,2,3,2.0,0
STUDENT1885,1,4,3.0,2
STUDENT1886,1,4,3.0,2
STUDENT1887,2,4,3.0,1
STUDENT1888,2,5,3.0,0
STUDENT1889,1,3,3.0,4
STUDENT1890,1,4,3.0,0
STUDENT1891,1,5,5.0,0
STUDENT1892,1,4,4.0,3
STUDENT1893,1,4,5.0,0
STUDENT1894,1,3,5.0,0
STUDENT1895,1,4,5.0,2
STUDENT1896,1,3,4.0,1
STUDENT1897,1,3,3.0,2
STUDENT1898,1,3,3.0,2
STUDENT1899,1,2,5.0,0
STUDENT1900,1,3,3.0,4
STUDENT1901,1,5,4.0,3
STUDENT1902,1,5,5.0,3
STUDENT1903,1,5,5.0,4
STUDENT1904,1,2,5.0,3
STUDENT1905,1,3,4.0,2
STUDENT1906,1,3,5.0,4
STUDENT1907,1,3,3.0,5
STUDENT1908,1,2,3.0,3
STUDENT1909,1,3,4.0,1
STUDENT1910,1,3,3.0,4
STUDENT1911,1,3,5.0,4
STUDENT1912,1,4,3.0,2
STUDENT1913,1,4,3.0,5
STUDENT1914,1,4,4.0,0
STUDENT1915,1,5,3.0,2
STUDENT1916,1,3,5.0,3
STUDENT1917,1,3,3.0,3
STUDENT1918,1,2,3.0,3
STUDENT1919,1,3,3.0,3
STUDENT1920,1,2,2.0,5
STUDENT1921,1,4,4.0,4
STUDENT1922,1,3,3.0,4
STUDENT1923,1,2,3.0,0
STUDENT1924,1,2,3.0,3
STUDENT1925,1,4,5.0,0
STUDENT1926,1,2,5.0,4
STUDENT1927,1,5,3.0,3
STUDENT1928,1,3,3.0,3
STUDENT1929,1,3,3.0,3
STUDENT1930,1,3,3.0,5
STUDENT1931,1,2,2.0,3
STUDENT1932,1,4,3.0,2
STUDENT1933,1,4,4.0,1
STUDENT1934,1,5,3.0,3
STUDENT1935,1,3,3.0,3
STUDENT1936,1,4,4.0,4
STUDENT1937,1,2,3.0,3
STUDENT1938,1,3,5.0,4
STUDENT1939,1,2,5.0,2
STUDENT1940,1,5,4.0,1
STUDENT1941,1,5,3.0,2
STUDENT1942,1,4,3.0,3
STUDENT1943,1,3,3.0,5
STUDENT1944,1,3,4.0,1
STUDENT1945,1,4,5.0,3
STUDENT1946,1,3,3.0,5
STUDENT1947,1,4,3.0,4
STUDENT1948,1,2,5.0,4
STUDENT1949,1,3,3.0,3
STUDENT1950,1,3,3.0,2
STUDENT1951,1,4,5.0,0
STUDENT1952,1,3,3.0,0
STUDENT1953,1,4,4.0,0
STUDENT1954,1,4,3.0,2
STUDENT1955,1,4,3.0,2
STUDENT1956,1,5,5.0,3
STUDENT1957,1,3,5.0,2
STUDENT1958,1,5,5.0,5
STUDENT1959,1,3,5.0,2
STUDENT1960,1,3,3.0,3
STUDENT1961,1,3,5.0,3
STUDENT1962,1,5,3.0,0
STUDENT1963,1,5,3.0,4
STUDENT1964,1,5,5.0,4
STUDENT1965,1,2,5.0,0
STUDENT1966,1,5,3.0,3
STUDENT1967,1,5,4.0,3
STUDENT1968,1,4,5.0,2
STUDENT1969,1,5,4.0,1
STUDENT1970,1,4,5.0,5
STUDENT1971,1,3,3.0,1
STUDENT1972,1,5,3.0,2
STUDENT1973,1,5,3.0,3
STUDENT1974,1,4,5.0,2
STUDENT1975,1,2,4.0,3
STUDENT1976,1,5,5.0,1
STUDENT1977,1,4,4.0,3
STUDENT1978,1,2,3.0,3
STUDENT1979,1,4,4.0,3
STUDENT1980,1,3,3.0,5
STUDENT1981,1,3,3.0,3
STUDENT1982,1,4,4.0,2
STUDENT1983,1,4,4.0,3
STUDENT1984,1,3,3.0,4
STUDENT1985,1,3,3.0,4
STUDENT1986,1,4,3.0,2
STUDENT1987,1,3,3.0,5
STUDENT1988,1,2,3.0,0
STUDENT1989,1,4,4.0,3
STUDENT1990,1,2,5.0,2
STUDENT1991,1,3,3.0,3
STUDENT1992,1,3,3.0,0
STUDENT1993,1,4,5.0,2
STUDENT1994,1,3,3.0,2
STUDENT1995,1,5,5.0,0
STUDENT1996,1,3,5.0,2
STUDENT1997,1,3,5.0,3
STUDENT1998,1,3,3.0,3
STUDENT1999,1,4,5.0,0
STUDENT2000,1,4,3.0,1
STUDENT2001,1,4,3.0,0
STUDENT2002,1,3,3.0,0
STUDENT2003,1,3,3.0,3
STUDENT2004,1,3,5.0,2
STUDENT2005,1,5,5.0,0
STUDENT2006,1,2,5.0,3
STUDENT2007,1,3,3.0,4
STUDENT2008,1,3,3.0,2
STUDENT2009,1,4,3.0,0
STUDENT2010,1,5,5.0,0
STUDENT2011,1,3,3.0,3
STUDENT2012,1,5,3.0,2
STUDENT2013,1,4,3.0,1
STUDENT2014,1,3,3.0,0
STUDENT2015,1,5,5.0,0
STUDENT2016,1,4,4.0,3
STUDENT2017,1,4,4.0,2
STUDENT2018,1,2,3.0,4
STUDENT2019,1,3,3.0,3
STUDENT2020,2,3,5.0,4
STUDENT2021,2,3,3.0,0
STUDENT2022,1,5,3.0,0
STUDENT2023,2,3,3.0,0
STUDENT2024,2,3,3.0,2
STUDENT2025,1,2,3.0,2
STUDENT2026,2,2,5.0,3
STUDENT2027,2,4,4.0,0
STUDENT2028,2,4,2.0,0
STUDENT2029,1,3,5.0,3
STUDENT2030,2,4,3.0,4
STUDENT2031,1,2,3.0,4
STUDENT2032,1,3,3.0,0
STUDENT2033,1,4,3.0,2
STUDENT2034,2,3,3.0,0
STUDENT2035,2,4,4.0,4
STUDENT2036,2,3,3.0,4
STUDENT2037,2,3,3.0,0
STUDENT2038,1,2,2.0,2
STUDENT2039,1,3,3.0,2
STUDENT2040,1,4,4.0,2
STUDENT2041,1,3,3.0,1
STUDENT2042,1,4,5.0,2
STUDENT2043,2,4,3.0,4
STUDENT2044,1,3,3.0,2
STUDENT2045,1,4,4.0,3
STUDENT2046,1,2,3.0,3
STUDENT2047,1,4,4.0,0
STUDENT2048,1,4,4.0,1
STUDENT2049,1,3,3.0,5
STUDENT2050,1,4,3.0,3
STUDENT2051,1,4,3.0,1
STUDENT2052,1,4,4.0,2
STUDENT2053,1,3,5.0,0
STUDENT2054,1,3,4.0,3
STUDENT2055,1,3,5.0,4
STUDENT2056,1,3,3.0,4
STUDENT2057,1,4,3.0,3
STUDENT2058,1,3,3.0,2
STUDENT2059,1,4,3.0,1
STUDENT2060,1,2,5.0,2
STUDENT2061,1,3,4.0,4
STUDENT2062,1,3,3.0,3
STUDENT2063,1,3,3.0,3
STUDENT2064,1,4,5.0,1
STUDENT2065,1,3,3.0,3
STUDENT2066,1,3,3.0,5
STUDENT2067,1,2,4.0,3
STUDENT2068,1,5,5.0,3
STUDENT2069,1,2,5.0,1
STUDENT2070,2,4,3.0,2
STUDENT2071,1,2,2.0,2
STUDENT2072,1,5,3.0,3
STUDENT2073,1,3,3.0,4
STUDENT2074,1,3,3.0,4
STUDENT2075,1,3,4.0,4
STUDENT2076,1,5,3.0,5
STUDENT2077,1,2,5.0,2
STUDENT2078,1,3,5.0,4
STUDENT2079,1,4,4.0,3
STUDENT2080,1,4,4.0,4
STUDENT2081,1,3,3.0,2
STUDENT2082,1,2,3.0,4
STUDENT2083,1,3,3.0,4
STUDENT2084,1,4,3.0,5
STUDENT2085,1,3,3.0,3
STUDENT2086,1,5,5.0,0
STUDENT2087,1,5,5.0,0
STUDENT2088,1,4,4.0,5
STUDENT2089,1,3,5.0,3
STUDENT2090,1,4,5.0,3
STUDENT2091,1,4,3.0,4
STUDENT2092,1,4,5.0,1
STUDENT2093,1,2,3.0,5
STUDENT2094,1,3,3.0,5
STUDENT2095,1,3,3.0,5
STUDENT2096,1,3,3.0,3
STUDENT2097,1,5,5.0,0
STUDENT2098,1,4,4.0,2
STUDENT2099,1,3,3.0,4
STUDENT2100,1,3,3.0,2
STUDENT2101,1,3,3.0,2
STUDENT2102,1,4,5.0,2
STUDENT2103,1,3,3.0,4
STUDENT2104,1,5,4.0,1
STUDENT2105,1,3,3.0,4
STUDENT2106,1,4,5.0,3
STUDENT2107,1,4,4.0,3
STUDENT2108,1,3,3.0,3
STUDENT2109,1,3,3.0,2
STUDENT2110,1,3,3.0,3
STUDENT2111,1,2,5.0,5
STUDENT2112,1,3,3.0,4
STUDENT2113,1,3,3.0,5
STUDENT2114,1,3,3.0,2
STUDENT2115,1,3,3.0,1
STUDENT2116,1,3,3.0,0
STUDENT2117,1,5,5.0,2
STUDENT2118,1,3,3.0,3
STUDENT2119,1,5,5.0,4
STUDENT2120,1,4,4.0,0
STUDENT2121,1,3,5.0,0
STUDENT2122,1,3,3.0,2
STUDENT2123,1,4,3.0,2
STUDENT2124,1,2,5.0,0
STUDENT2125,1,4,4.0,0
STUDENT2126,1,3,3.0,0
STUDENT2127,1,4,3.0,4
STUDENT2128,1,2,2.0,3
STUDENT2129,1,3,3.0,0
STUDENT2130,1,4,3.0,3
STUDENT2131,1,4,4.0,3
STUDENT2132,1,4,3.0,2
STUDENT2133,1,3,5.0,2
STUDENT2134,1,3,5.0,3
STUDENT2135,1,2,2.0,4
STUDENT2136,1,2,5.0,0
STUDENT2137,1,3,3.0,2
STUDENT2138,1,3,3.0,3
STUDENT2139,1,3,5.0,4
STUDENT2140,1,3,3.0,2
STUDENT2141,1,5,3.0,3
STUDENT2142,1,3,5.0,1
STUDENT2143,1,3,3.0,3
STUDENT2144,1,4,3.0,0
STUDENT2145,1,3,4.0,4
STUDENT2146,1,3,3.0,4
STUDENT2147,1,4,3.0,3
STUDENT2148,1,3,3.0,3
STUDENT2149,1,3,5.0,5
STUDENT2150,1,3,3.0,4
STUDENT2151,1,4,4.0,3
STUDENT2152,1,3,3.0,2
STUDENT2153,1,4,4.0,3
STUDENT2154,1,3,5.0,3
STUDENT2155,1,3,3.0,5
STUDENT2156,1,3,3.0,5
STUDENT2157,1,2,5.0,0
STUDENT2158,1,2,3.0,3
STUDENT2159,1,3,4.0,4
STUDENT2160,1,3,3.0,0
STUDENT2161,1,3,2.0,5
STUDENT2162,1,5,5.0,1
STUDENT2163,1,3,4.0,0
STUDENT2164,1,4,4.0,4
STUDENT2165,1,4,4.0,5
STUDENT2166,1,4,3.0,4
STUDENT2167,1,3,3.0,5
STUDENT2168,1,3,3.0,1
STUDENT2169,1,3,4.0,3
STUDENT2170,1,2,3.0,5
STUDENT2171,1,3,3.0,4
STUDENT2172,1,5,5.0,2
STUDENT2173,1,4,3.0,1
STUDENT2174,1,3,5.0,0
STUDENT2175,1,4,5.0,3
STUDENT2176,1,2,3.0,0
STUDENT2177,1,4,4.0,4
STUDENT2178,1,5,5.0,1
STUDENT2179,1,3,3.0,5
STUDENT2180,1,3,3.0,3
STUDENT2181,1,4,4.0,0
STUDENT2182,1,5,3.0,1
STUDENT2183,1,4,4.0,3
STUDENT2184,1,4,3.0,3
STUDENT2185,1,5,4.0,1
STUDENT2186,1,3,4.0,2
STUDENT2187,1,5,5.0,1
STUDENT2188,1,4,3.0,3
STUDENT2189,1,4,3.0,3
STUDENT2190,2,3,3.0,2
STUDENT2191,2,4,3.0,0
STUDENT2192,2,4,3.0,0
STUDENT2193,2,5,3.0,5
STUDENT2194,2,4,3.0,1
STUDENT2195,2,3,3.0,0
STUDENT2196,2,4,5.0,2
STUDENT2197,2,4,3.0,2
STUDENT2198,2,4,5.0,0
STUDENT2199,2,3,3.0,0
STUDENT2200,2,2,3.0,0
STUDENT2201,2,4,3.0,0
STUDENT2202,2,2,3.0,3
STUDENT2203,2,4,4.0,3
STUDENT2204,2,3,3.0,0
STUDENT2205,2,2,5.0,2
STUDENT2206,2,3,3.0,4
STUDENT2207,2,4,4.0,0
STUDENT2208,2,3,3.0,3
STUDENT2209,2,4,5.0,1
STUDENT2210,2,3,3.0,0
STUDENT2211,2,5,5.0,3
STUDENT2212,2,3,3.0,3
STUDENT2213,2,3,3.0,2
STUDENT2214,2,3,3.0,3
STUDENT2215,2,4,3.0,5
STUDENT2216,2,5,3.0,1
STUDENT2217,2,3,3.0,4
STUDENT2218,2,3,5.0,1
STUDENT2219,2,3,5.0,4
STUDENT2220,2,3,3.0,5
STUDENT2221,2,3,5.0,3
STUDENT2222,2,2,3.0,3
STUDENT2223,2,4,3.0,2
STUDENT2224,2,4,5.0,0
STUDENT2225,2,4,3.0,5
STUDENT2226,2,3,3.0,0
STUDENT2227,2,4,4.0,3
STUDENT2228,2,4,3.0,0
STUDENT2229,2,4,3.0,4
STUDENT2230,2,3,4.0,1
STUDENT2231,2,3,5.0,0
STUDENT2232,2,3,3.0,0
STUDENT2233,2,2,2.0,0
STUDENT2234,2,5,5.0,2
STUDENT2235,2,4,3.0,2
STUDENT2236,2,3,5.0,0
STUDENT2237,2,5,3.0,3
STUDENT2238,2,3,5.0,0
STUDENT2239,2,3,3.0,1
STUDENT2240,2,3,3.0,0
STUDENT2241,2,5,4.0,2
STUDENT2242,2,3,3.0,1
STUDENT2243,2,4,5.0,1
STUDENT2244,2,4,3.0,4
STUDENT2245,2,5,5.0,0
STUDENT2246,2,3,3.0,4
STUDENT2247,2,3,5.0,2
STUDENT2248,2,2,3.0,0
STUDENT2249,2,3,3.0,0
STUDENT2250,2,2,5.0,3
STUDENT2251,2,4,5.0,4
STUDENT2252,2,4,3.0,2
STUDENT2253,2,3,3.0,4
STUDENT2254,2,5,5.0,0
STUDENT2255,2,3,3.0,0
STUDENT2256,2,4,3.0,4
STUDENT2257,2,4,3.0,2
STUDENT2258,2,3,3.0,2
STUDENT2259,2,3,3.0,3
STUDENT2260,2,4,3.0,3
STUDENT2261,2,5,5.0,3
STUDENT2262,2,5,5.0,2
STUDENT2263,2,4,3.0,0
STUDENT2264,2,3,3.0,5
STUDENT2265,2,5,3.0,2
STUDENT2266,2,3,4.0,5
STUDENT2267,2,5,3.0,3
STUDENT2268,2,5,4.0,0
STUDENT2269,2,5,3.0,1
STUDENT2270,2,2,2.0,0
STUDENT2271,2,5,5.0,0
STUDENT2272,2,2,3.0,3
STUDENT2273,2,3,3.0,1
STUDENT2274,2,5,5.0,0
STUDENT2275,2,3,3.0,0
STUDENT2276,2,3,5.0,1
STUDENT2277,2,4,4.0,4
STUDENT2278,2,4,3.0,3
STUDENT2279,2,3,5.0,1
STUDENT2280,2,3,3.0,0
STUDENT2281,2,3,5.0,2
STUDENT2282,2,4,3.0,1
STUDENT2283,2,3,3.0,0
STUDENT2284,2,3,2.0,2
STUDENT2285,2,5,5.0,2
STUDENT2286,2,3,3.0,0
STUDENT2287,2,3,4.0,3
STUDENT2288,2,4,4.0,4
STUDENT2289,2,3,3.0,2
STUDENT2290,2,4,3.0,0
STUDENT2291,2,3,3.0,4
STUDENT2292,2,2,3.0,1
STUDENT2293,2,5,5.0,1
STUDENT2294,2,3,3.0,3
STUDENT2295,2,3,5.0,0
STUDENT2296,2,4,5.0,3
STUDENT2297,2,4,4.0,0
STUDENT2298,2,3,3.0,1
STUDENT2299,2,5,5.0,1
STUDENT2300,2,2,3.0,0
STUDENT2301,2,3,4.0,4
STUDENT2302,2,4,4.0,1
STUDENT2303,2,3,3.0,1
STUDENT2304,2,4,3.0,5
STUDENT2305,2,3,5.0,0
STUDENT2306,2,3,3.0,2
STUDENT2307,2,4,3.0,0
STUDENT2308,2,3,3.0,0
STUDENT2309,2,5,5.0,0
STUDENT2310,2,4,4.0,4
STUDENT2311,2,3,3.0,4
STUDENT2312,2,3,3.0,2
STUDENT2313,2,5,5.0,0
STUDENT2314,2,4,4.0,5
STUDENT2315,2,5,4.0,2
STUDENT2316,2,3,3.0,5
STUDENT2317,2,4,5.0,5
STUDENT2318,2,4,4.0,0
STUDENT2319,2,3,5.0,0
STUDENT2320,2,3,5.0,5
STUDENT2321,2,3,3.0,0
STUDENT2322,2,3,5.0,5
STUDENT2323,2,3,3.0,3
STUDENT2324,2,3,3.0,4
STUDENT2325,2,3,3.0,1
STUDENT2326,2,3,3.0,0
STUDENT2327,2,3,3.0,0
STUDENT2328,2,5,2.0,1
STUDENT2329,2,3,3.0,0
STUDENT2330,2,2,3.0,0
STUDENT2331,2,5,5.0,0
STUDENT2332,2,4,3.0,0
STUDENT2333,2,2,5.0,2
STUDENT2334,2,5,5.0,0
STUDENT2335,2,3,3.0,4
STUDENT2336,2,4,4.0,1
STUDENT2337,2,5,3.0,1
STUDENT2338,2,3,3.0,0
STUDENT2339,2,3,3.0,3
STUDENT2340,2,3,3.0,4
STUDENT2341,2,2,3.0,0
STUDENT2342,2,5,3.0,5
STUDENT2343,2,2,5.0,2
STUDENT2344,2,5,3.0,3
STUDENT2345,2,3,3.0,2
STUDENT2346,2,3,4.0,4
STUDENT2347,2,3,5.0,3
STUDENT2348,2,4,5.0,5
STUDENT2349,2,4,4.0,0
STUDENT2350,2,3,3.0,2
STUDENT2351,2,3,5.0,4
STUDENT2352,2,4,4.0,4
STUDENT2353,2,3,2.0,4
STUDENT2354,2,3,3.0,2
STUDENT2355,2,5,5.0,0
STUDENT2356,2,4,3.0,4
STUDENT2357,2,4,5.0,0
STUDENT2358,2,4,4.0,2
STUDENT2359,2,3,3.0,5
STUDENT2360,2,4,3.0,1
STUDENT2361,2,4,3.0,1
STUDENT2362,2,4,5.0,0
STUDENT2363,2,3,3.0,3
STUDENT2364,2,3,5.0,2
STUDENT2365,2,3,3.0,3
STUDENT2366,2,4,5.0,5
STUDENT2367,2,5,4.0,2
STUDENT2368,2,3,3.0,4
STUDENT2369,2,4,5.0,4
STUDENT2370,2,3,5.0,3
STUDENT2371,2,3,5.0,2
STUDENT2372,2,3,3.0,0
STUDENT2373,2,3,3.0,0
STUDENT2374,2,3,4.0,2
STUDENT2375,2,3,3.0,2
STUDENT2376,2,3,3.0,1
STUDENT2377,2,4,4.0,5
STUDENT2378,2,3,3.0,0
STUDENT2379,2,3,3.0,1
STUDENT2380,2,4,3.0,3
STUDENT2381,2,4,5.0,3
STUDENT2382,2,4,3.0,2
